gauge_id,hypoxia_frequency,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,urb_pc_use,ppd_pk_uav,hdi_ix_cav,DO_P25,WT_p75,Q_p25,daylength_median,daylength_p75,solar_p75
8068000,0.344736144,2162.5,4,53,12,196,1132,0,71,12,4,65.178,908,6.825,27.7,2.928957582,12.23694444,13.49986111,22.9
8068500,0.198269647,973.6,3,39,7,198,1126,0,80,10,20,213.758,908,6.8,27.975,1.26285544,12.08472222,13.43770833,22.7925
8069500,4.023668639,4628,5,27,8,198,1139,0,65,14,18,200.355,908,6.7,29,6.617686391,12.18444444,13.47694444,23.08
8070200,0.520652551,1022.7,3,36,11,192,1216,0,98,8,1,26.13,908,6.8,26.6,1.402723312,12.14444444,13.47277778,22.98
8181500,0.363636364,3335,4,160,32,196,730,0,58,15,10,164.53,908,6.65,28.275,1.150067121,12.17319444,13.41597222,23.8275
8181800,0.48092869,4551.1,5,148,27,198,731,0,53,14,23,352.664,908,6.8,29,1.426934838,12.12972222,13.40909722,23.7225
8188060,0.068197318,9288.3,5,77,19,201,743,0,33,23,13,204.24,908,7,29.15,3.204545975,12.20027778,13.41166667,23.81
8188500,0.055187638,10203,5,53,18,202,750,0,31,23,12,186.524,908,6.775,29.3,2.953377247,12.97833333,13.72263889,25.615
8211200,0.035360679,43270.7,6,21,13,209,614,1,24,14,0,4.558,908,6.625,29.1,4.68856442,12.15013889,13.34569444,23.7175
8371500,5.764145955,103224.8,6,790,56,96,356,3,37,4,2,35.034,752,6.15,24.9,50.25267029,11.62416667,13.12111111,25.82
8374200,1.926948519,175200.3,7,819,56,126,388,2,28,5,1,29.187,892,7.3,26.3,66.93392181,11.81611111,13.25194444,25.82
8374510,2.040816327,185887.9,7,758,56,129,384,1,27,5,1,27.525,815,6.9,25.1,80.9867115,11.78847222,13.10069444,25.43
8375300,2.906403941,196974.7,7,619,55,133,377,1,25,4,1,25.985,908,6.3,29.15,76.41338921,11.91375,13.27,25.2125
8377200,1.20454019,219103.3,7,446,55,138,374,1,23,4,1,23.371,907,7.1,27.325,80.38669586,12.07111111,13.34777778,24.8675
8412500,15.91177629,56661.5,6,840,29,135,353,1,18,2,0,3.136,908,6.7,24.225,9.287875891,11.83305556,13.331875,25.6675
8437710,32.04512722,76652,6,753,26,145,344,2,16,2,0,2.619,908,5.1,25.7,9.088606834,12.18083333,13.51708333,26.125
8446500,45.1022605,85598.7,6,705,25,148,345,2,15,2,0,2.671,908,4.75,26.175,8.689651489,12.14833333,13.50805556,26.13
8447000,0.426944972,92094.3,6,664,25,151,347,2,14,2,0,2.535,908,6.925,27,10.51415634,12.27083333,13.55625,25.46
9041400,0.11627907,723.1,3,2422,75,20,468,7,71,10,0,0.423,951,8.3,10.225,0.626070261,12.18138889,14.10111111,22.93
9406000,0.033261267,2439.3,4,1101,119,88,410,0,57,3,0,0.905,925,8.05,20.125,1.505838394,12.1675,13.88111111,25.9575
A2390542,100,670.5,4,73,4,143,561,0,1,29,0,4.547,950,0.626979167,19.01864583,0.016447915,13.27986111,13.49208333,24.465
A2391077,4.083665339,49.8,1,4,5,144,697,0,14,5,0,0.532,950,8.813020834,18.88354167,0.147653118,11.96333333,13.65638889,22.945
A2391078,14.2194745,49.8,1,4,5,144,697,0,14,5,0,0.532,950,6.766666667,19.2353125,0.149954621,12.29180556,13.79659722,23.3125
A2391081,23.81454162,213.9,3,26,10,150,550,1,10,9,0,0.143,950,11.98833333,14.70179888,0.001395319,11.54083333,13.41881944,22.0975
A2391082,0.769230769,151.5,2,14,8,150,544,5,0,5,0,0.129,950,9.476145834,17.51239583,0.004724544,11.48555556,12.71847222,20.3525
A2391085,69.43699732,289.3,2,30,7,148,601,0,3,13,0,1.248,950,0.16,31.3414558,0.008809352,11.10638889,12.51145833,18.395
A2391086,75.51020408,2623.5,4,35,6,146,559,1,0,23,0,2.285,950,0.07,18.49854167,0.065471768,11.32444444,12.97319444,19.065
A2391140,3.846153846,1293.3,3,27,8,149,573,0,1,14,0,0.5,950,12.62360719,19.9184375,0.052648223,12.01430556,12.76236111,15.07
A2391152,10.78431373,19.2,1,21,9,152,516,0,18,6,0,0.128,950,8.119479167,19.17270833,0.005356894,11.81166667,13.71375,23.7625
A4260580,4.640582348,55.9,2,30,4,174,257,66,0,0,0,0.016,950,10.489,14.355,0.007582664,10.34555556,10.90444444,14.27
A4260594,1.565074135,761788.9,9,28,18,174,569,4,18,13,0,2.616,950,8.085,23.29135196,231.2173462,12.24611111,13.72625,26.165
A4260644,23.22670376,121.2,1,43,6,171,268,8,0,85,0,0.693,950,10.135,18.57940677,0.112602517,10.35833333,11.17194444,13.92
A4260645,17.14285714,759890,9,32,18,175,570,4,18,13,0,2.599,950,10.08875,20.16841225,0.069417581,10.09333333,10.72027778,12.35
A4260703,0.866336634,759427.8,9,40,18,175,570,4,18,13,0,2.587,950,7.872026741,22.8396875,227.41436,12.01333333,13.53319444,25.71
A4261022,1.414617716,758540.8,9,34,18,175,570,4,18,13,0,2.59,950,8.223333333,23.7209375,237.7554016,11.92638889,13.51277778,26.41
A4261023,0.424055513,759706,9,21,18,175,570,4,18,13,0,2.598,950,8.380416667,22.73679701,232.4299164,11.89694444,13.43916667,25.53
A4261024,1.187065084,760329,9,29,18,175,569,4,18,13,0,2.61,950,8.583333333,22.10354167,230.4858398,11.84083333,13.54472222,25.65
A4261055,1.302083333,121.2,1,43,6,171,268,8,0,85,0,0.693,950,10.41957078,14.11605912,3.38e-4,10.0925,10.69416667,12.6475
A4261107,4.821428571,33.5,1,42,7,173,256,54,0,0,0,0.008,950,10.2603125,13.18125,0.011654756,10.33180556,10.88798611,14.28
A4261108,1.437125749,62,1,28,8,170,259,84,4,12,0,14.036,950,8.220833333,22.8975,232.9969101,12.03777778,13.60604167,26.2925
A4261139,71.52913571,51.1,1,239,42,147,593,0,0,23,0,7.377,950,0.67,17.8,0.001633479,12.15625,13.69833333,24.415
A4261168,0.356448477,759142.8,9,25,18,175,570,4,18,13,0,2.588,950,8.487406855,23.38833333,239.8147316,12.09986111,13.58472222,26.0975
A4261173,96.07843137,618.7,3,52,38,146,571,0,2,21,3,39.56,950,1.4109375,23.1246875,0.041131549,14.45305556,14.51375,30.13
A4261224,1.606557377,34.4,1,33,6,173,255,94,0,0,0,0.008,950,8.171968107,24.05798183,0.005923134,12.40486111,13.78875,27.3
A4261255,10.16949153,62,1,28,8,170,259,84,4,12,0,14.036,950,10.41546604,18.55072917,2.76e-6,10.47944444,11.70208333,17.875
A4261262,0.945626478,759706,9,21,18,175,570,4,18,13,0,2.598,950,10.62017733,14.1471875,215.5829849,10.46236111,11.15583333,15.605
A4261263,0.939143501,760403.6,9,31,18,175,569,4,18,13,0,2.61,950,8.374166667,23.49848849,231.5677643,11.91416667,13.55944444,25.68
A4261264,14.10526316,62,1,28,8,170,259,84,4,12,0,14.036,950,3.424270834,19.66052083,4.31e-6,11.20083333,12.51305556,20.86
A4261265,61.38032305,760023.6,9,30,18,175,570,4,18,13,0,2.603,950,2.107239279,20.00853468,220.7429657,11.91013889,13.68340278,25.92
A4261268,3.322259136,33.7,1,30,4,172,264,63,21,98,0,18.431,950,10.40319148,13.56446451,145.5336113,10.12638889,10.62944444,12.4875
A4261270,4.395604396,33.7,1,30,4,172,264,63,21,98,0,18.431,950,11.07208333,19.84166667,227.2075958,11.14861111,12.96833333,21.72
A4261271,85.36585366,33.7,1,30,4,172,264,63,21,98,0,18.431,950,0.1,23.611875,769.2543945,14.39111111,14.42611111,32.19
A5011036,91.49560117,110.1,2,154,54,148,747,0,47,12,0,3.79,950,0.2425,19.8140625,0.006678211,13.26416667,14.20444444,27.01
A5011038,85.83106267,196.1,2,69,52,149,718,0,27,10,1,11.246,950,0.16,24.6,0.019171551,13.50305556,14.40888889,27.5
Caversham,0.606980273,26.1,1,109,19,96,712,0,3,42,15,520.136,941,7.1,13,15.76743507,12.43083333,15.27361111,16.355
Charpassonne Ch?teau de Donzy,10.16949153,54.6,1,629,80,92,821,0,12,7,0,67.597,930,6.87,18.225,0.013693215,12.27444444,14.28875,22.075
Charpassonne la Valette,2.51572327,54.6,1,629,80,92,821,0,12,7,0,67.597,930,7.471875,17.62125,0.013693215,12.27472222,14.29041667,22.075
Charpassonne Moulin de Ronzy,5.031446541,54.6,1,629,80,92,821,0,12,7,0,67.597,930,7.415,16.1975,0.013693215,12.275,14.29194444,22.075
Curraize,1.171875,94.7,2,381,52,96,741,0,18,53,2,104.429,930,7.725,19.32,0.047831372,12.82680556,14.51215278,22.815
Doise,7.967032967,28.2,1,558,63,97,801,0,0,14,0,53.806,930,7.05625,16.88,0.006501594,12.38083333,14.33416667,22.225
FP01,46.16019818,31.3,1,54,18,101,775,0,39,20,9,62.48,921,0.120257215,13.45,0.237039968,12.33305556,15.04069444,18.385
FP02,6.18556701,381.5,3,43,36,94,840,0,0,44,4,106.288,916,10.76833238,9.3,2.816004455,9.876944444,11.47388889,9.0575
FP06,76.30331754,15.6,1,130,38,93,839,0,0,53,0,35.386,916,0.025334227,14.075,0.248226538,11.09083333,13.655,14.19
FP11,30.48919226,402.3,3,29,36,94,839,0,1,43,4,103.918,916,0.030851823,10.15,1.671880841,10.85694444,13.60958333,14.165
FP12,9.172932331,208.4,3,76,45,91,857,0,0,46,4,96.731,916,11.01917534,10.175,1.78614819,9.431388889,11.62305556,8.9
FP15,11.81818182,35.1,2,147,40,89,868,0,0,36,0,26.331,916,11.08292976,10.125,0.304577887,10.30236111,12.53326389,11.04
FP21,51.42857143,185.2,3,26,36,94,828,0,1,49,1,54.523,916,0.020636315,12.1,1.189840347,10.89236111,13.55138889,14.515
FP22,26.8958544,119.4,3,57,38,93,833,0,0,51,0,32.681,916,5.00584501,13.95,0.548534989,12.42916667,15.18861111,17.81
FP23,40.17991004,39.9,1,140,47,92,847,0,0,53,0,27.144,916,0.129105797,11,0.561068058,10.28916667,12.73222222,11.53
FP26,33.79247016,25.8,1,168,60,90,867,0,0,53,0,22.05,916,0.15727434,12.85,0.210418731,12.06472222,14.96527778,17.22
FP31,2.476780186,88.6,3,143,45,89,871,0,0,35,0,33.302,916,11.20051415,9.95,0.261372127,9.963055556,12.278125,10.6575
Loise amont Doise Salt,3.353658537,72.8,2,399,65,96,806,0,0,11,0,63.54,930,8.171875,17.32,0.012490341,13.3775,14.75083333,23.83
Loise Essertine en Donzy,12.82051282,41.5,2,522,68,94,814,0,0,7,0,70.675,930,5.774375,15.625,0.005990588,12.22166667,14.62555556,21.93
Mare Pont du diable,10.71428571,115.9,2,463,68,87,779,0,44,31,7,64.281,930,8.4475,17.035,0.134737931,12.29944444,14.21076389,20.5825
Moulin Piquet aval,5.111821086,54.6,1,629,80,92,821,0,12,7,0,67.597,930,8.33,14.535,0.006657881,10.76680556,12.10159722,14.2125
PL09,57.56578947,154,2,136,32,92,704,0,0,71,0,47.95,941,0.098578767,11.85,0.851762727,12.70958333,15.26548611,16.4425
PL15,10.26022305,237.7,2,97,28,93,706,0,0,70,1,64.979,941,8.981426171,14.2,1.008866787,12.64972222,15.23861111,16.1
PL17,31.95266272,124.6,2,113,27,95,708,0,0,62,2,70.421,941,1.804493184,14.1,0.736786976,12.40555556,15.33548611,16.0925
PL18,38.28861494,124.6,2,113,27,95,708,0,0,62,2,70.421,941,0.344767315,14.045,0.797689736,11.77472222,15.08625,15.275
PL19,23.51724138,172.2,2,77,26,95,709,0,0,58,3,89.658,941,6.417103246,13.7,0.74113059,12.24930556,15.17423611,15.7775
PL20,18.91891892,124.6,2,113,27,95,708,0,0,62,2,70.421,941,8.506858514,12.1,0.722760156,12.63347222,15.39416667,16.7
Stour_Wixoe,0.545702592,181.2,2,72,15,92,558,0,0,74,6,204.331,906,8.34,16.48,0.274776861,12.65611111,15.36819444,16.65
TE03,17,23.7,1,133,28,88,754,0,2,25,0,29.571,894,10.41015087,8.90125,0.157550491,9.4025,11.83340278,8.6
TE05,32.61648746,138.9,2,80,18,88,751,0,0,20,2,110.232,894,0.318668257,13.925,0.138951212,10.38027778,13.90666667,11.755
TE09,39.05882353,192.4,2,66,16,88,739,0,0,21,1,97.222,894,0.524109195,12.508125,0.741412044,10.52,13.62333333,10.82
TE16,22.51184834,42.9,1,135,22,88,772,0,0,17,0,47.147,894,10.32096694,10.055,0.074111549,9.589305556,12.10111111,9.065
TE20,16.56050955,29.4,2,64,16,87,707,0,0,36,0,27.046,894,10.42348788,11.8225,0.042533437,11.60333333,14.30027778,13.265
TE22,10.01042753,138.9,2,80,18,88,751,0,0,20,2,110.232,894,7.559878713,13.98,0.111678693,12.86805556,15.65,15.3
Thames_Taplow,0.300171527,6874.6,5,43,20,95,678,0,0,56,13,323.264,941,10.49,13.188125,28.62918186,12.75888889,15.36263889,17.25
Toranche aval,28.43450479,89.7,2,405,41,100,778,0,1,29,0,55.457,930,4.008125,16.7775,0.025936481,11.66291667,13.76493056,19.4975
Toranche St Cyr les Vignes,11.62162162,89.7,2,405,41,100,778,0,1,29,0,55.457,930,6.855,17.535,0.02381334,12.27416667,14.28291667,22.075
Trout Beck_ Calgaith,0.300171527,30.2,2,212,129,72,1230,9,2,3,6,40.202,901,10.49,13.188125,4.371571779,12.83416667,15.75277778,15.195
